,price,bedrooms,bathrooms,sqft_living,floors,view,grade,sqft_above,sqft_basement,lat,long,sqft_living15,WaterFront,month_sold,age,yrs_reno,Renovated,dist_to_Seattle,Bellevue,Federal Way,Kent,Renton,Seattle,rel_size
5101,422500.0,3,1.75,1560,1.5,0.0,7,1560,0,47.6868,-122.119,2220,0,10,52,29.0,1,11.43,1,0,0,0,0,0.7027027027027027
5102,400000.0,4,3.5,3350,1.0,1.0,7,2140,1210,47.3978,-122.322,2580,0,8,34,34.0,0,14.53,0,0,1,0,0,1.2984496124031009
5103,692500.0,4,2.75,3710,2.0,0.0,9,3710,0,47.5352,-121.868,2950,0,7,15,15.0,0,22.33,1,0,0,0,0,1.2576271186440677
5104,310000.0,4,2.5,2430,2.0,0.0,8,2430,0,47.3779,-122.125,2890,0,6,12,12.0,0,18.67,0,0,1,0,0,0.8408304498269896
5105,499900.0,3,1.75,2430,1.0,2.0,8,1630,800,47.4972,-122.23299999999999,2390,0,12,37,37.0,0,9.01,0,0,0,1,0,1.0167364016736402
5106,492000.0,3,2.25,2100,2.0,0.0,8,2100,0,47.647,-122.061,2050,0,8,31,31.0,0,13.04,1,0,0,0,0,1.024390243902439
5108,800000.0,3,2.5,1630,2.0,0.0,8,1630,0,47.6452,-122.37100000000001,1630,0,7,95,95.0,0,3.06,0,0,0,0,1,1.0
5109,832600.0,4,1.0,1640,1.5,0.0,7,1640,0,47.6601,-122.33200000000001,1730,0,4,90,90.0,0,3.6,0,0,0,0,1,0.9479768786127167
5110,470000.0,4,2.75,2310,1.0,0.0,8,1670,640,47.7505,-122.182,2600,0,3,26,26.0,0,12.14,1,0,0,0,0,0.8884615384615384
5111,542000.0,2,2.0,1930,1.0,0.0,8,1930,0,47.7104,-122.031,1670,0,10,11,11.0,0,15.81,1,0,0,0,0,1.155688622754491
5113,308130.0,4,2.5,2300,1.0,3.0,7,1650,650,47.4125,-122.33,2300,0,10,55,55.0,0,13.5,0,0,1,0,0,1.0
5114,310000.0,2,1.0,1050,1.0,0.0,7,1050,0,47.5471,-121.99600000000001,1240,0,3,10,10.0,0,16.35,1,0,0,0,0,0.8467741935483871
5115,235000.0,2,1.0,1500,1.0,0.0,6,1500,0,47.5027,-122.348,1130,0,10,67,67.0,0,7.3,0,0,0,1,0,1.3274336283185841
5116,215000.0,3,1.0,1150,1.0,0.0,6,1150,0,47.4613,-122.184,1230,0,9,56,56.0,0,12.34,0,0,0,1,0,0.9349593495934959
5117,210000.0,4,1.5,1920,1.0,0.0,7,1370,550,47.2987,-122.366,1550,0,6,55,55.0,0,21.41,0,1,0,0,0,1.238709677419355
5119,245000.0,3,1.75,1720,1.0,0.0,7,1140,580,47.3177,-122.182,1330,0,12,33,33.0,0,21.28,0,0,1,0,0,1.2932330827067668
5121,299000.0,4,2.5,2400,2.0,0.0,8,2400,0,47.2606,-122.285,2406,0,2,14,14.0,0,24.1,0,1,0,0,0,0.9975062344139651
5123,198000.0,4,1.75,2080,1.0,0.0,7,1050,1030,47.3385,-122.28200000000001,1500,0,7,48,48.0,0,18.77,0,1,0,0,0,1.3866666666666667
5124,950000.0,5,3.25,3400,2.0,0.0,10,3400,0,47.6141,-122.13600000000001,2650,0,5,15,15.0,0,9.28,1,0,0,0,0,1.2830188679245282
5125,300000.0,4,1.75,2200,2.0,0.0,8,2200,0,47.3131,-122.191,1910,0,2,37,37.0,0,21.45,0,0,1,0,0,1.1518324607329844
5126,528000.0,5,1.75,2140,1.0,0.0,7,1200,940,47.6625,-122.178,1600,0,9,52,52.0,0,8.22,1,0,0,0,0,1.3375
5128,770000.0,4,3.25,4270,2.0,0.0,9,3060,1210,47.5362,-121.874,2850,0,2,14,14.0,0,22.05,1,0,0,0,0,1.4982456140350877
5129,255000.0,3,1.75,1340,1.0,0.0,7,1340,0,47.4182,-122.167,1370,0,2,40,40.0,0,15.27,0,0,1,0,0,0.9781021897810219
5130,220000.0,1,1.5,1100,1.5,0.0,8,1100,0,47.3829,-122.322,1400,0,5,37,37.0,0,15.56,0,0,1,0,0,0.7857142857142857
5131,690700.0,5,2.75,2870,2.0,0.0,9,2870,0,47.5405,-122.18700000000001,2800,0,2,10,10.0,0,8.33,0,0,0,1,0,1.025
5132,447000.0,2,1.0,1320,1.0,0.0,7,1320,0,47.705,-122.367,1290,0,6,61,61.0,0,6.86,0,0,0,0,1,1.0232558139534884
5134,700000.0,4,1.5,2470,1.5,0.0,7,1480,990,47.6365,-122.391,2140,0,3,75,75.0,0,3.26,0,0,0,0,1,1.1542056074766356
5135,250000.0,4,2.75,1910,1.0,0.0,7,1000,910,47.369,-122.17,1880,0,7,34,34.0,0,18.21,0,0,1,0,0,1.0159574468085106
5136,320000.0,3,2.5,2130,2.0,0.0,7,2130,0,47.3655,-122.027,1670,0,5,11,11.0,0,22.07,0,0,1,0,0,1.2754491017964071
5137,565000.0,4,2.5,2240,2.0,0.0,9,2240,0,47.5276,-122.161,2410,0,5,25,25.0,0,9.83,0,0,0,1,0,0.9294605809128631
5138,754300.0,5,2.75,1800,2.0,0.0,7,1680,120,47.6648,-122.35799999999999,1730,0,4,76,76.0,0,4.06,0,0,0,0,1,1.0404624277456647
5139,650000.0,3,1.5,2160,1.0,2.0,8,1400,760,47.7241,-122.369,3010,0,5,65,65.0,0,8.17,0,0,0,0,1,0.717607973421927
5140,529888.0,4,2.5,3140,2.0,0.0,8,3140,0,47.4866,-122.147,3140,0,2,12,12.0,0,12.13,0,0,0,1,0,1.0
5141,432000.0,3,2.5,1920,2.0,0.0,8,1920,0,47.7633,-122.243,1830,0,11,14,14.0,0,11.55,1,0,0,0,0,1.0491803278688525
5142,235000.0,3,1.0,1050,1.5,0.0,7,1050,0,47.2046,-121.99600000000001,1220,0,3,60,60.0,0,32.05,0,0,1,0,0,0.860655737704918
5144,489000.0,4,2.5,3910,2.0,0.0,9,2710,1200,47.3766,-122.027,2650,0,4,15,15.0,0,21.49,0,0,1,0,0,1.4754716981132074
5145,800000.0,4,2.75,3010,2.0,0.0,8,3010,0,47.7068,-122.11200000000001,3000,0,4,5,5.0,0,12.42,1,0,0,0,0,1.0033333333333334
5146,370000.0,4,1.5,1370,1.0,0.0,7,900,470,47.7237,-122.181,1510,0,5,42,42.0,0,10.73,1,0,0,0,0,0.9072847682119205
5147,436000.0,4,2.75,2080,1.0,0.0,8,1240,840,47.7149,-122.235,1880,0,12,35,35.0,0,8.73,1,0,0,0,0,1.1063829787234043
5148,395000.0,3,2.5,2250,2.0,0.0,7,2250,0,47.4787,-122.12899999999999,2250,0,5,8,8.0,0,13.12,0,0,0,1,0,1.0
5149,377691.0,5,1.75,2120,1.0,0.0,7,1320,800,47.7621,-122.335,2120,0,5,72,72.0,0,10.64,0,0,0,0,1,1.0
5150,370000.0,5,3.0,2220,2.0,3.0,7,2220,0,47.543,-122.29,2340,0,4,12,12.0,0,4.96,0,0,0,0,1,0.9487179487179487
5151,515000.0,3,2.5,1440,1.0,0.0,8,1440,0,47.5688,-122.01899999999999,1900,0,10,27,27.0,0,14.97,1,0,0,0,0,0.7578947368421053
5152,169000.0,3,1.0,910,1.0,0.0,7,910,0,47.3405,-122.288,1020,0,9,45,45.0,0,18.6,0,1,0,0,0,0.8921568627450981
5153,475000.0,3,1.0,1270,1.0,0.0,7,1270,0,47.6848,-122.39200000000001,1310,0,3,94,94.0,0,5.92,0,0,0,0,1,0.9694656488549618
5154,420000.0,3,2.5,2480,2.0,0.0,9,2480,0,47.4044,-122.208,2870,0,4,16,16.0,0,15.26,0,0,1,0,0,0.8641114982578397
5156,822000.0,3,2.0,2410,2.0,0.0,9,1840,570,47.5632,-122.148,2930,0,2,30,30.0,0,9.25,1,0,0,0,0,0.8225255972696246
5158,485000.0,3,2.25,1570,1.0,0.0,8,1180,390,47.6176,-122.044,1620,0,3,27,27.0,0,13.57,1,0,0,0,0,0.9691358024691358
5159,270000.0,4,1.0,1900,1.0,0.0,7,1200,700,47.4406,-122.196,1440,0,8,58,58.0,0,13.26,0,0,0,1,0,1.3194444444444444
5161,878000.0,4,2.5,3810,2.0,0.0,9,3810,0,47.5925,-122.05799999999999,3290,0,4,8,8.0,0,12.95,1,0,0,0,0,1.1580547112462005
5162,590000.0,3,2.5,2290,2.0,0.0,9,2290,0,47.5441,-122.17200000000001,2290,0,4,14,14.0,0,8.79,0,0,0,1,0,1.0
5163,611900.0,1,2.25,1220,2.0,2.0,8,1220,0,47.6703,-122.204,3150,0,11,68,35.0,1,7.47,1,0,0,0,0,0.3873015873015873
5164,240000.0,3,1.75,1100,1.0,0.0,7,1100,0,47.3124,-122.18299999999999,1430,0,3,47,47.0,0,21.61,0,0,1,0,0,0.7692307692307693
5165,395000.0,4,2.5,2810,2.0,0.0,8,2810,0,47.3249,-122.18700000000001,1680,0,4,12,12.0,0,20.73,0,0,1,0,0,1.6726190476190477
5166,169000.0,3,1.0,890,1.0,0.0,6,890,0,47.4971,-122.26100000000001,1100,0,7,57,57.0,0,8.4,0,0,0,1,0,0.8090909090909091
5167,200500.0,3,2.0,1280,1.0,0.0,7,1280,0,47.4129,-122.209,1800,0,3,52,52.0,0,14.7,0,0,1,0,0,0.7111111111111111
5168,308000.0,3,2.5,2320,2.0,0.0,8,2320,0,47.275,-122.295,2360,0,4,25,25.0,0,23.07,0,1,0,0,0,0.9830508474576272
5169,290256.0,3,2.25,1720,2.0,0.0,8,1720,0,47.3136,-122.344,2340,0,7,31,31.0,0,20.33,0,1,0,0,0,0.7350427350427351
5170,279950.0,3,1.75,1530,1.0,0.0,7,1040,490,47.4483,-122.15799999999999,1530,0,4,48,48.0,0,13.78,0,0,0,1,0,1.0
5174,478000.0,3,2.25,1640,2.0,0.0,8,1640,0,47.5689,-122.006,1780,0,7,20,20.0,0,15.56,1,0,0,0,0,0.9213483146067416
5175,835000.0,3,2.25,2520,2.0,2.0,8,1700,820,47.5705,-122.381,1990,0,8,70,24.0,1,3.36,0,0,0,0,1,1.2663316582914572
5176,639000.0,3,2.25,1400,2.0,0.0,9,1400,0,47.695,-122.169,1500,0,4,10,10.0,0,9.79,1,0,0,0,0,0.9333333333333333
5177,623000.0,4,2.75,2300,2.0,0.0,9,2300,0,47.6218,-122.03200000000001,2240,0,10,30,30.0,0,14.14,1,0,0,0,0,1.0267857142857142
5178,220000.0,3,1.75,1900,1.0,0.0,7,1260,640,47.5081,-122.266,2000,0,12,55,55.0,0,7.61,0,0,0,1,0,0.95
5180,243500.0,2,1.0,900,1.0,0.0,6,900,0,47.542,-122.28200000000001,1420,0,1,67,67.0,0,5.19,0,0,0,1,0,0.6338028169014085
5181,750000.0,4,2.5,2980,2.0,0.0,9,2890,90,47.5445,-122.12,2980,0,5,14,14.0,0,10.94,1,0,0,0,0,1.0
5182,329000.0,4,2.0,1850,1.0,0.0,7,1850,0,47.5009,-122.164,1730,0,3,52,52.0,0,10.88,0,0,0,1,0,1.069364161849711
5183,525000.0,4,1.0,1570,1.5,0.0,7,1570,0,47.6275,-122.321,1610,0,9,94,94.0,0,1.5,0,0,0,0,1,0.9751552795031055
5184,190000.0,2,1.0,670,1.0,0.0,6,670,0,47.5546,-122.274,1660,0,3,67,67.0,0,4.66,0,0,0,0,1,0.4036144578313253
5185,772650.0,4,2.5,2660,1.0,0.0,7,2660,0,47.5894,-122.17200000000001,2640,0,6,59,0.0,1,7.7,1,0,0,0,0,1.0075757575757576
5186,355000.0,3,2.5,2110,2.0,0.0,8,2110,0,47.3875,-122.15299999999999,2110,0,7,25,25.0,0,17.44,0,0,1,0,0,1.0
5188,678500.0,3,2.75,1210,1.5,2.0,7,1210,0,47.6798,-122.354,1630,0,3,105,105.0,0,5.03,0,0,0,0,1,0.7423312883435583
5189,669950.0,4,2.5,2670,2.0,0.0,9,2670,0,47.6327,-122.036,2430,0,6,18,18.0,0,14.03,1,0,0,0,0,1.0987654320987654
5191,572000.0,3,2.75,2200,2.0,0.0,8,2200,0,47.6171,-122.02799999999999,2710,0,8,12,12.0,0,14.31,1,0,0,0,0,0.8118081180811808
5192,492450.0,3,1.75,1540,1.0,0.0,8,1200,340,47.6231,-122.044,1620,0,8,30,30.0,0,13.59,1,0,0,0,0,0.9506172839506173
5193,813000.0,3,1.75,2080,1.0,0.0,8,2080,0,47.5872,-122.17299999999999,2240,0,10,54,54.0,0,7.69,1,0,0,0,0,0.9285714285714286
5194,710000.0,3,2.0,1780,1.0,0.0,8,1780,0,47.5796,-122.229,1900,0,8,47,47.0,0,5.32,1,0,0,0,0,0.9368421052631579
5195,792500.0,3,1.5,1960,2.0,0.0,8,1330,630,47.6423,-122.37,2090,0,12,103,103.0,0,2.87,0,0,0,0,1,0.937799043062201
5196,285900.0,5,1.5,1690,1.5,0.0,7,1690,0,47.3859,-122.288,1690,0,3,54,54.0,0,15.49,0,0,1,0,0,1.0
5197,389000.0,3,2.0,2080,1.0,0.0,7,1250,830,47.3733,-122.432,1530,0,5,34,34.0,0,16.82,0,1,0,0,0,1.3594771241830066
5198,675000.0,3,2.25,2070,2.0,2.0,8,1490,580,47.5543,-122.398,1940,0,12,48,48.0,0,4.72,0,0,0,0,1,1.0670103092783505
5201,768500.0,4,1.75,3620,1.0,0.0,8,1820,1800,47.6069,-122.167,2410,0,1,50,50.0,0,7.83,1,0,0,0,0,1.5020746887966805
5202,500000.0,4,2.0,2330,1.0,0.0,7,1230,1100,47.7109,-122.323,1250,0,12,53,53.0,0,7.13,0,0,0,0,1,1.864
5203,685000.0,3,2.5,1460,1.0,0.0,7,1460,0,47.5895,-122.23200000000001,2200,0,12,58,58.0,0,4.97,1,0,0,0,0,0.6636363636363637
5204,648475.0,4,2.75,2250,1.0,0.0,8,1200,1050,47.6406,-122.344,1720,0,5,63,63.0,0,2.29,0,0,0,0,1,1.308139534883721
5206,895000.0,4,2.75,2640,2.0,0.0,8,1730,910,47.6727,-122.29700000000001,1530,0,9,89,89.0,0,4.81,0,0,0,0,1,1.7254901960784315
5207,195000.0,3,1.0,1310,1.0,0.0,7,960,350,47.2949,-122.285,1310,0,4,53,53.0,0,21.75,0,1,0,0,0,1.0
5208,368000.0,4,2.5,2720,2.0,0.0,9,2720,0,47.3028,-122.35,2570,0,12,25,25.0,0,21.08,0,1,0,0,0,1.0583657587548638
5211,250000.0,3,2.0,1170,1.0,0.0,7,1170,0,47.3333,-122.266,1410,0,5,30,30.0,0,19.24,0,1,0,0,0,0.8297872340425532
5212,278500.0,3,1.75,1390,1.0,0.0,8,1390,0,47.2015,-122.005,1770,0,3,30,30.0,0,32.03,0,0,1,0,0,0.7853107344632768
5213,260000.0,4,1.5,1540,2.0,0.0,7,1540,0,47.3317,-122.27600000000001,1580,0,1,42,42.0,0,19.28,0,1,0,0,0,0.9746835443037974
5214,162500.0,2,1.0,760,1.0,0.0,6,760,0,47.5469,-122.277,900,0,10,94,94.0,0,5.01,0,0,0,0,1,0.8444444444444444
5215,239000.0,4,1.0,1280,1.0,0.0,6,1280,0,47.4989,-122.302,1310,0,7,64,64.0,0,7.69,0,0,0,1,0,0.9770992366412213
5216,600000.0,4,2.5,2990,2.0,0.0,8,2990,0,47.5773,-122.055,3140,0,11,10,10.0,0,13.22,1,0,0,0,0,0.9522292993630573
5217,350000.0,4,2.25,1770,2.0,0.0,7,1770,0,47.4192,-122.20100000000001,1770,0,4,17,17.0,0,14.46,0,0,1,0,0,1.0
5218,852500.0,5,3.75,3830,2.0,0.0,10,3830,0,47.5837,-121.971,3570,0,12,9,9.0,0,17.04,1,0,0,0,0,1.072829131652661
5219,485000.0,3,2.5,2870,2.0,0.0,9,2870,0,47.4471,-122.20700000000001,3040,0,7,6,6.0,0,12.62,0,0,0,1,0,0.944078947368421
5220,299000.0,3,1.0,1520,1.0,0.0,6,1520,0,47.7699,-122.335,1500,0,10,61,61.0,0,11.18,0,0,0,0,1,1.0133333333333334
5221,227450.0,2,1.0,660,1.0,0.0,5,660,0,47.4938,-122.171,970,0,4,63,63.0,0,10.99,0,0,0,1,0,0.6804123711340206
5222,383000.0,3,1.0,1800,1.0,0.0,7,1200,600,47.525,-122.37799999999999,1450,0,5,72,72.0,0,6.07,0,0,0,0,1,1.2413793103448276
5225,532500.0,2,1.0,820,1.0,0.0,7,820,0,47.6842,-122.348,1490,0,2,91,91.0,0,5.29,0,0,0,0,1,0.5503355704697986
5227,438500.0,3,2.0,1490,1.0,0.0,7,770,720,47.5772,-122.307,1320,0,8,102,102.0,0,2.5,0,0,0,0,1,1.128787878787879
5228,545500.0,3,2.5,1560,1.5,0.0,7,1360,200,47.5591,-122.295,1670,0,6,78,78.0,0,3.86,0,0,0,0,1,0.9341317365269461
5229,675000.0,3,1.75,1660,1.0,0.0,7,1660,0,47.6503,-122.198,2090,0,4,59,59.0,0,7.02,1,0,0,0,0,0.7942583732057417
5230,450000.0,3,1.75,1180,1.0,0.0,6,760,420,47.6825,-122.391,1490,0,6,86,86.0,0,5.76,0,0,0,0,1,0.7919463087248322
5231,199999.0,3,1.0,960,1.0,0.0,5,960,0,47.3091,-122.006,1330,0,12,114,114.0,0,25.73,0,0,1,0,0,0.7218045112781954
5234,292600.0,3,1.5,1520,1.0,0.0,7,1520,0,47.4991,-122.176,1450,0,7,55,55.0,0,10.56,0,0,0,1,0,1.0482758620689656
5236,610000.0,3,1.0,1000,1.0,0.0,8,1000,0,47.6629,-122.277,2240,0,10,69,69.0,0,4.66,0,0,0,0,1,0.44642857142857145
5237,397450.0,4,2.5,2650,2.0,0.0,8,2650,0,47.3693,-122.12899999999999,2510,0,8,21,21.0,0,19.08,0,0,1,0,0,1.0557768924302788
5239,370000.0,3,2.25,1770,1.0,0.0,8,1270,500,47.7724,-122.36200000000001,2180,0,1,49,49.0,0,11.42,0,0,0,0,1,0.8119266055045872
5240,520000.0,3,2.25,1770,1.0,0.0,8,1270,500,47.7724,-122.36200000000001,2180,0,4,49,49.0,0,11.42,0,0,0,0,1,0.8119266055045872
5241,260000.0,2,1.0,770,1.0,0.0,6,770,0,47.76600000000001,-122.32,990,0,7,66,66.0,0,10.93,0,0,0,0,1,0.7777777777777778
5242,890000.0,4,2.5,3370,2.0,0.0,8,3370,0,47.7698,-122.384,1880,0,11,0,0.0,0,11.4,0,0,0,0,1,1.7925531914893618
5243,344000.0,5,2.0,2130,1.0,0.0,7,1440,690,47.7403,-122.318,2310,0,8,68,14.0,1,9.17,0,0,0,0,1,0.922077922077922
5244,205000.0,3,1.0,1050,1.0,0.0,7,1050,0,47.4038,-122.20299999999999,1340,0,6,56,56.0,0,15.39,0,0,1,0,0,0.7835820895522388
5245,379000.0,5,2.5,2803,1.0,0.0,8,2803,0,47.3032,-122.306,1810,0,5,52,4.0,1,21.09,0,1,0,0,0,1.5486187845303867
5246,424240.0,3,2.0,2080,2.0,0.0,8,2080,0,47.7035,-122.164,2230,0,8,32,32.0,0,10.34,1,0,0,0,0,0.9327354260089686
5247,589950.0,3,2.0,2080,2.0,0.0,8,2080,0,47.7035,-122.164,2230,0,11,32,32.0,0,10.34,1,0,0,0,0,0.9327354260089686
5248,582000.0,4,1.75,2120,1.0,1.0,7,1190,930,47.6964,-122.4,2070,0,5,63,63.0,0,6.81,0,0,0,0,1,1.0241545893719808
5249,349000.0,3,2.5,2550,2.0,0.0,9,2550,0,47.3081,-122.391,2410,0,3,26,26.0,0,20.87,0,1,0,0,0,1.058091286307054
5250,658000.0,3,1.0,1290,1.0,0.0,7,1290,0,47.6835,-122.199,1930,0,4,49,49.0,0,8.2,1,0,0,0,0,0.6683937823834197
5251,294000.0,5,2.75,1790,1.5,0.0,7,1060,730,47.5655,-122.363,1400,0,10,99,99.0,0,3.21,0,0,0,0,1,1.2785714285714285
5252,690000.0,5,3.5,2720,2.0,0.0,8,1860,860,47.6931,-122.28299999999999,2430,0,6,21,21.0,0,6.36,0,0,0,0,1,1.1193415637860082
5253,600000.0,3,1.0,1040,1.5,2.0,7,1040,0,47.6754,-122.359,1440,0,4,103,103.0,0,4.78,0,0,0,0,1,0.7222222222222222
5254,199990.0,3,1.0,840,1.0,0.0,6,840,0,47.3685,-122.07700000000001,870,0,1,46,1.0,1,20.46,0,0,1,0,0,0.9655172413793104
5255,220000.0,3,1.75,1650,1.0,0.0,7,1650,0,47.4331,-122.291,1400,0,12,55,55.0,0,12.25,0,0,1,0,0,1.1785714285714286
5257,439990.0,4,2.5,1540,2.0,0.0,8,1540,0,47.5526,-121.999,1540,0,9,0,0.0,0,16.12,1,0,0,0,0,1.0
5258,815000.0,4,2.5,3880,2.0,0.0,10,3880,0,47.5841,-121.971,3280,0,3,9,9.0,0,17.04,1,0,0,0,0,1.1829268292682926
5259,535000.0,4,2.25,1860,2.0,0.0,8,1860,0,47.5699,-122.006,1860,0,4,20,20.0,0,15.55,1,0,0,0,0,1.0
5260,215000.0,3,1.75,1280,1.0,0.0,7,1280,0,47.2823,-122.333,1670,0,11,39,39.0,0,22.49,0,1,0,0,0,0.7664670658682635
5262,349900.0,3,2.5,2200,2.0,0.0,8,2200,0,47.4624,-122.132,2190,0,5,24,24.0,0,13.81,0,0,0,1,0,1.004566210045662
5263,495000.0,3,1.0,1570,1.0,0.0,7,1070,500,47.6942,-122.319,1770,0,2,75,75.0,0,6.0,0,0,0,0,1,0.8870056497175142
5264,515100.0,3,2.5,2074,2.0,0.0,8,2074,0,47.7327,-122.23299999999999,1840,0,10,17,17.0,0,9.83,1,0,0,0,0,1.1271739130434784
5266,657500.0,4,2.25,2520,2.0,0.0,9,2520,0,47.6377,-122.04899999999999,2848,0,1,35,35.0,0,13.47,1,0,0,0,0,0.8848314606741573
5267,250000.0,5,1.75,2190,1.0,2.0,7,1190,1000,47.4887,-122.223,2570,0,1,52,52.0,0,9.76,0,0,0,1,0,0.8521400778210116
5268,385000.0,5,1.75,2190,1.0,2.0,7,1190,1000,47.4887,-122.223,2570,0,4,52,52.0,0,9.76,0,0,0,1,0,0.8521400778210116
5269,307000.0,3,1.5,2320,1.0,0.0,7,2320,0,47.7413,-121.979,1480,0,5,38,38.0,0,18.94,1,0,0,0,0,1.5675675675675675
5270,288000.0,3,2.5,1370,1.0,0.0,7,1090,280,47.3717,-122.073,1470,0,5,21,21.0,0,20.39,0,0,1,0,0,0.9319727891156463
5271,226450.0,3,1.75,1730,1.5,0.0,6,1730,0,47.3774,-122.236,860,0,10,70,70.0,0,16.58,0,0,1,0,0,2.011627906976744
5272,390000.0,3,2.5,1640,1.0,0.0,7,1110,530,47.7255,-122.32700000000001,1860,0,3,48,48.0,0,8.12,0,0,0,0,1,0.8817204301075269
5274,368000.0,3,1.5,1560,1.0,0.0,7,1060,500,47.7312,-122.29799999999999,1820,0,12,45,45.0,0,8.68,0,0,0,0,1,0.8571428571428571
5275,469000.0,2,1.0,1120,1.0,0.0,6,730,390,47.6688,-122.324,2050,0,8,93,93.0,0,4.23,0,0,0,0,1,0.5463414634146342
5278,410000.0,3,1.75,1440,1.0,0.0,7,1440,0,47.7296,-122.23200000000001,1460,0,1,36,36.0,0,9.67,1,0,0,0,0,0.9863013698630136
5280,460000.0,3,1.75,1520,1.0,0.0,7,820,700,47.7226,-122.219,1420,0,3,46,46.0,0,9.58,1,0,0,0,0,1.0704225352112675
5281,241500.0,4,2.5,2500,1.0,0.0,8,1830,670,47.3137,-122.34299999999999,2500,0,9,35,35.0,0,20.32,0,1,0,0,0,1.0
5283,279000.0,4,1.0,1210,1.5,2.0,7,1210,0,47.5026,-122.234,1470,0,8,71,71.0,0,8.67,0,0,0,1,0,0.8231292517006803
5285,420000.0,3,1.5,1050,1.0,0.0,6,800,250,47.6578,-122.39,1530,0,10,64,64.0,0,4.28,0,0,0,0,1,0.6862745098039216
5287,294950.0,3,1.0,1240,1.0,0.0,6,1240,0,47.7277,-122.30799999999999,1250,0,7,62,62.0,0,8.36,0,0,0,0,1,0.992
5289,335000.0,3,1.75,1270,1.0,0.0,7,1270,0,47.69300000000001,-122.361,1490,0,9,61,61.0,0,5.99,0,0,0,0,1,0.8523489932885906
5291,520000.0,2,1.0,1250,1.5,0.0,7,1250,0,47.685,-122.363,1430,0,3,89,89.0,0,5.47,0,0,0,0,1,0.8741258741258742
5292,560000.0,4,1.75,1740,1.0,0.0,8,1740,0,47.6232,-122.14200000000001,2180,0,9,49,49.0,0,9.05,1,0,0,0,0,0.7981651376146789
5293,243400.0,4,1.5,1730,2.0,0.0,7,1730,0,47.3782,-122.304,1370,0,10,55,55.0,0,15.93,0,0,1,0,0,1.2627737226277371
5294,405000.0,3,2.0,1240,1.0,0.0,7,1240,0,47.6614,-122.06,1350,0,5,26,26.0,0,13.32,1,0,0,0,0,0.9185185185185185
5295,495000.0,2,1.0,1670,1.5,0.0,7,1670,0,47.7001,-122.2,1800,0,10,84,84.0,0,8.94,1,0,0,0,0,0.9277777777777778
5296,350000.0,4,2.5,2140,2.0,0.0,8,2140,0,47.3528,-122.057,1600,0,4,23,23.0,0,21.89,0,0,1,0,0,1.3375
5297,368500.0,5,2.75,2530,1.0,0.0,7,1520,1010,47.4683,-122.26299999999999,2400,0,12,22,22.0,0,10.22,0,0,0,1,0,1.0541666666666667
5298,99000.0,2,1.0,960,1.0,0.0,6,960,0,47.4698,-122.166,1260,0,1,67,67.0,0,12.38,0,0,0,1,0,0.7619047619047619
5300,430000.0,4,1.75,1710,1.0,0.0,8,1710,0,47.7721,-122.29299999999999,1940,0,8,31,31.0,0,11.5,0,0,0,0,1,0.8814432989690721
5301,412500.0,3,1.5,1490,1.0,0.0,7,1490,0,47.6571,-122.133,1490,0,5,51,51.0,0,10.0,1,0,0,0,0,1.0
5304,535000.0,3,2.5,2210,2.0,0.0,8,2210,0,47.6938,-122.13,1920,0,5,20,20.0,0,11.23,1,0,0,0,0,1.1510416666666667
5305,390000.0,3,1.5,1650,1.0,0.0,8,1130,520,47.7471,-122.352,1400,0,11,35,35.0,0,9.64,0,0,0,0,1,1.1785714285714286
5306,499000.0,3,1.5,1260,1.0,0.0,7,780,480,47.6693,-122.37100000000001,1540,0,9,70,70.0,0,4.55,0,0,0,0,1,0.8181818181818182
5307,375000.0,3,1.0,1960,1.0,0.0,7,1260,700,47.7641,-122.36399999999999,1850,0,7,51,51.0,0,10.86,0,0,0,0,1,1.0594594594594595
5308,349000.0,4,2.5,1800,2.0,0.0,8,1800,0,47.4346,-122.20100000000001,1800,0,10,19,19.0,0,13.51,0,0,0,1,0,1.0
5309,635000.0,3,2.25,1940,1.0,0.0,7,1240,700,47.6004,-122.195,2340,0,10,50,50.0,0,6.55,1,0,0,0,0,0.8290598290598291
5310,682000.0,4,2.75,2820,2.0,0.0,9,2820,0,47.6,-121.977,2820,0,12,13,13.0,0,16.68,1,0,0,0,0,1.0
5312,150000.0,2,1.0,720,1.0,0.0,5,720,0,47.303000000000004,-122.21700000000001,940,0,11,99,99.0,0,21.77,0,1,0,0,0,0.7659574468085106
5314,449950.0,3,2.0,1560,2.0,0.0,7,1560,0,47.6892,-122.319,1900,0,5,91,32.0,1,5.66,0,0,0,0,1,0.8210526315789474
5316,475000.0,4,1.75,1910,1.0,0.0,7,1210,700,47.7396,-122.24700000000001,2210,0,1,59,59.0,0,9.97,1,0,0,0,0,0.8642533936651584
5317,530000.0,5,1.75,1570,2.0,0.0,7,1570,0,47.6677,-122.316,1610,0,1,107,107.0,0,4.22,0,0,0,0,1,0.9751552795031055
5318,319950.0,4,2.5,2038,2.0,0.0,8,2038,0,47.3296,-122.18,2634,0,7,3,3.0,0,20.54,0,0,1,0,0,0.7737281700835231
5319,210000.0,3,2.25,1720,1.0,0.0,7,1220,500,47.2979,-122.37700000000001,1690,0,3,37,37.0,0,21.5,0,1,0,0,0,1.017751479289941
